"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Abcb9.1",6.96635484754247e-99,0.300480550331106,0.456,0.272,2.16326217080736e-94,"4","Abcb9"
"Celf1.1",9.34079364372132e-99,0.27768896271236,0.802,0.602,2.90059665018478e-94,"4","Celf1"
"Cacna1g.3",1.98980472146321e-98,-0.385535140897619,0.026,0.185,6.17894060155971e-94,"4","Cacna1g"
"Speg.1",2.54391655837074e-98,0.283285762842304,0.414,0.24,7.89962408870865e-94,"4","Speg"
"Pcsk7",2.8317772372543e-98,0.267426242129443,0.52,0.327,8.79351785484579e-94,"4","Pcsk7"
"Cap2.3",4.37484139911641e-98,0.26740722487158,0.696,0.477,1.35851949966762e-93,"4","Cap2"
"Nipal2.1",5.08047144338754e-98,0.270384827333762,0.329,0.169,1.57763879731513e-93,"4","Nipal2"
"Sema3a.1",5.08479318991609e-98,0.301197629848002,0.279,0.136,1.57898082926464e-93,"4","Sema3a"
"Htra1.4",9.19340091577458e-98,-0.983294100294408,0.037,0.195,2.85482678637548e-93,"4","Htra1"
"Rnf112.4",1.07588954345747e-97,0.251081597489421,0.756,0.525,3.34095979929847e-93,"4","Rnf112"
"Bcan.4",2.04141987604786e-97,-1.17482143706948,0.032,0.188,6.33922114109143e-93,"4","Bcan"
"Akap6",3.48291072914324e-97,0.259529816169281,0.824,0.625,1.08154826872085e-92,"4","Akap6"
"Tspan17.1",8.59419295499329e-97,-0.37161224113629,0.018,0.17,2.66875473831407e-92,"4","Tspan17"
"Fam81a.3",9.21106433611795e-97,-0.401804402476391,0.096,0.278,2.86031180829471e-92,"4","Fam81a"
"Ank2.1",1.16815966884464e-96,-0.298865752824383,0.964,0.931,3.62748621966328e-92,"4","Ank2"
"Csrnp3.2",1.19374009388924e-96,0.262704392581896,0.747,0.532,3.70692111355424e-92,"4","Csrnp3"
"Galnt9.3",1.44492825645575e-96,-0.40701414835021,0.044,0.208,4.48693571477203e-92,"4","Galnt9"
"Astn2.3",3.19652376046645e-96,-0.523678100114363,0.141,0.324,9.92616523337648e-92,"4","Astn2"
"Neat1.4",4.52652425741457e-96,-1.69550966842242,0.055,0.214,1.40562157765495e-91,"4","Neat1"
"Samd12.3",5.61594136745423e-96,0.267579818369206,0.684,0.467,1.74391827283556e-91,"4","Samd12"
"Cpeb1.1",9.24692158252233e-96,-0.4709975358017,0.226,0.404,2.87144655902066e-91,"4","Cpeb1"
"March8.2",1.32414766010852e-95,-0.557078755643222,0.175,0.356,4.11187572893499e-91,"4","March8"
"Coro6.3",1.3305096024423e-95,-0.575319140410358,0.023,0.176,4.13163146846407e-91,"4","Coro6"
"Apba2.4",2.70535452825389e-95,-0.454667328820041,0.404,0.543,8.40093741658681e-91,"4","Apba2"
"Cckbr.4",5.35168574175192e-95,-0.434779249138865,0.081,0.255,1.66185897338623e-90,"4","Cckbr"
"Qk.4",6.9669363862703e-95,-1.01664818917865,0.212,0.373,2.16344275602851e-90,"4","Qk"
"5730522E02Rik.1",8.37628783847727e-95,0.258484713891472,0.297,0.149,2.60108866248235e-90,"4","5730522E02Rik"
"Stmn1.1",9.3576247215218e-95,-0.489672778818709,0.107,0.286,2.90582320477416e-90,"4","Stmn1"
"Dnmt3a",9.85691620769031e-95,0.268603162868658,0.669,0.466,3.06086818997407e-90,"4","Dnmt3a"
"Tcaf1.1",1.00220049118947e-94,0.306261594357542,0.767,0.586,3.11213318529067e-90,"4","Tcaf1"
"Gm26782.1",2.79673353342027e-94,-0.446696911271753,0.085,0.258,8.68469664132997e-90,"4","Gm26782"
"Gprc5b.4",3.23993766708732e-94,-0.753362403273961,0.037,0.192,1.00609784376063e-89,"4","Gprc5b"
"Cep126.1",4.789493676424e-94,0.250309062094455,0.291,0.145,1.48728147133994e-89,"4","Cep126"
"Pamr1.2",5.70112343787943e-94,-0.459795026503536,0.015,0.162,1.7703698611647e-89,"4","Pamr1"
"Cxadr.1",6.65478742335503e-94,0.278277403820445,0.468,0.285,2.06651113857444e-89,"4","Cxadr"
"Sobp.2",7.6235306859504e-94,-0.386578329816055,0.081,0.254,2.36733498390818e-89,"4","Sobp"
"Slc35f3.2",8.90284684765841e-94,0.253772948803991,0.371,0.204,2.76460103160337e-89,"4","Slc35f3"
"Prkcg.3",9.94923940279012e-94,0.25539088748783,0.558,0.346,3.08953731174842e-89,"4","Prkcg"
"Ptprm.3",1.40611690697137e-93,-0.543073835019886,0.036,0.189,4.36641483121819e-89,"4","Ptprm"
"Radil.1",2.02914709889303e-93,0.264665996669983,0.299,0.152,6.30111048619252e-89,"4","Radil"
"Myo6.4",1.99051737994915e-92,-0.753830683306326,0.177,0.347,6.1811536199561e-88,"4","Myo6"
"Tecr",2.46989718819663e-92,-0.34114597714345,0.836,0.817,7.669771738507e-88,"4","Tecr"
"Nrxn2.1",4.65227087003122e-92,-0.499918510966099,0.3,0.466,1.4446696732708e-87,"4","Nrxn2"
"Slc9a9.2",7.40433863989398e-92,-0.497434281371898,0.101,0.273,2.29926927784628e-87,"4","Slc9a9"
"Schip1.3",1.92917372366356e-91,-0.551888600619665,0.444,0.549,5.99066316409245e-87,"4","Schip1"
"Rnf103",2.01709133296975e-91,0.250200259104386,0.526,0.336,6.26367371627096e-87,"4","Rnf103"
"Opcml.4",1.25215063515247e-90,-0.52444136198898,0.774,0.733,3.88830336733897e-86,"4","Opcml"
"Synj2.1",1.41049035987293e-90,-0.476849917139583,0.038,0.191,4.37999571451341e-86,"4","Synj2"
"Pea15a.1",1.5864573014241e-90,-0.48061354586791,0.247,0.423,4.92642585811227e-86,"4","Pea15a"
"Neurod2.3",2.41954471122303e-90,-0.332799322475952,0.022,0.169,7.51341219176087e-86,"4","Neurod2"
"Rit2.1",5.07186839344596e-90,0.259456304555884,0.429,0.254,1.57496729221677e-85,"4","Rit2"
"Gtf3c1",1.47909241529941e-89,0.254092283747885,0.619,0.423,4.59302567722927e-85,"4","Gtf3c1"
"Gmcl1.1",2.49255292818384e-89,0.26734551061305,0.69,0.494,7.74012460788929e-85,"4","Gmcl1"
"Nalcn.1",4.21264846909745e-89,0.250100851523163,0.648,0.441,1.30815372910883e-84,"4","Nalcn"
"Ndst3.2",7.03463830397791e-89,-0.417871078340825,0.054,0.213,2.18446623253426e-84,"4","Ndst3"
"Tspoap1.2",1.88108060022336e-88,0.273757901536264,0.631,0.436,5.8413195878736e-84,"4","Tspoap1"
"Nrxn1.2",1.94470799674363e-87,-0.411165717280746,0.912,0.804,6.03890174228801e-83,"4","Nrxn1"
"Cspg5.3",2.09492859685487e-87,-0.774306399629145,0.441,0.566,6.50538177181341e-83,"4","Cspg5"
"Rspo3.3",2.20289957678149e-87,-0.366544166682322,0.019,0.158,6.84066405577955e-83,"4","Rspo3"
"Smg5",2.47181266154374e-87,0.272830682088201,0.527,0.348,7.67571985789179e-83,"4","Smg5"
"Igdcc4.1",8.76940651875734e-87,-0.364537058160392,0.017,0.156,2.72316380626972e-82,"4","Igdcc4"
"Herc6.1",8.94438585655536e-87,-0.375020572946951,0.015,0.151,2.77750014003614e-82,"4","Herc6"
"Klhl3.2",1.09177978219066e-86,0.268346730167713,0.371,0.212,3.39030375763667e-82,"4","Klhl3"
"Dock9.2",1.14539948682317e-86,-0.610249296543138,0.212,0.38,3.55680902643199e-82,"4","Dock9"
"Mef2c.3",1.28556907170301e-86,-0.536890139270903,0.76,0.709,3.99207763835937e-82,"4","Mef2c"
"Slc25a25.1",1.70022281493202e-86,0.288581083581616,0.485,0.304,5.27970190720839e-82,"4","Slc25a25"
"Pak6.2",3.79651666781328e-86,0.268741764577601,0.353,0.197,1.17893232085606e-81,"4","Pak6"
"Arhgef17.1",4.39540905704373e-86,0.254092456461079,0.383,0.22,1.36490637448379e-81,"4","Arhgef17"
"Csnk1g1.1",4.63959985310412e-86,0.250897485901957,0.575,0.383,1.44073494238442e-81,"4","Csnk1g1"
"Cd34.4",3.29856619640586e-85,-0.399289603751552,0.035,0.179,1.02430376096991e-80,"4","Cd34"
"Palm.1",4.54589455991967e-85,0.261359576040003,0.502,0.322,1.41163663769186e-80,"4","Palm"
"Ptpn3.2",4.83201134405334e-85,-0.3045314888168,0.028,0.171,1.50048448266888e-80,"4","Ptpn3"
"Kcnj9.3",1.26193528323484e-84,-0.421533267618327,0.179,0.348,3.91868763502914e-80,"4","Kcnj9"
"Plxna2.2",1.55041307219841e-84,0.251375577041376,0.605,0.41,4.81449771309773e-80,"4","Plxna2"
"Chrd.2",1.99776883666617e-84,-0.311168515216217,0.031,0.175,6.20367156849947e-80,"4","Chrd"
"Tbc1d1.3",2.25821325288304e-84,-0.341232951009045,0.037,0.183,7.0124296141777e-80,"4","Tbc1d1"
"Scg3.4",3.37635341884796e-84,-0.554175007978586,0.2,0.363,1.04845902715486e-79,"4","Scg3"
"Kndc1.2",4.15000524338437e-84,-0.531161227002021,0.093,0.255,1.28870112822815e-79,"4","Kndc1"
"A830082K12Rik.2",4.87582589237142e-84,-0.328991957078312,0.033,0.176,1.5140902143581e-79,"4","A830082K12Rik"
"Mcf2l.4",9.73155744593108e-84,0.258231643236335,0.736,0.53,3.02194053368498e-79,"4","Mcf2l"
"Kcnc2.2",2.77089317227614e-83,-0.452876550779079,0.036,0.178,8.6044545678691e-79,"4","Kcnc2"
"Hepacam.4",4.24734910109661e-83,-0.796899766254925,0.031,0.168,1.31892931636353e-78,"4","Hepacam"
"Epha7.2",7.3357266790574e-83,0.269209856910002,0.48,0.301,2.27796320564769e-78,"4","Epha7"
"Shank1.3",9.6012999689888e-83,-0.392978163858227,0.158,0.328,2.98149167937009e-78,"4","Shank1"
"Ndfip2.2",1.34340388302956e-82,0.280054112985697,0.749,0.576,4.1716720779717e-78,"4","Ndfip2"
"Tcp11l1",3.74790842455775e-82,-0.411815107059984,0.094,0.254,1.16383800307792e-77,"4","Tcp11l1"
"Stard9.3",4.81597385732502e-82,-0.495845856097788,0.033,0.172,1.49550436191514e-77,"4","Stard9"
"Tle2.1",5.08568019736789e-82,-0.403061676717133,0.076,0.231,1.57925627168865e-77,"4","Tle2"
"Cnrip1.2",8.23538429372397e-82,-0.414672509439156,0.307,0.468,2.55733388473011e-77,"4","Cnrip1"
"Dlg4.1",2.86654556674135e-81,0.260095781628268,0.602,0.416,8.90148394840192e-77,"4","Dlg4"
"Slc1a3.4",4.12118347125216e-81,-1.57438104147279,0.052,0.192,1.27975110332793e-76,"4","Slc1a3"
"Hivep1.1",7.00155535286569e-81,-0.330414475860342,0.023,0.157,2.17419298372538e-76,"4","Hivep1"
"Kdm7a.1",9.16352573513477e-81,0.261738561137562,0.456,0.286,2.8455496465314e-76,"4","Kdm7a"
"Dok6.2",1.56574028211071e-80,0.269437529256109,0.541,0.364,4.86209329803837e-76,"4","Dok6"
"Unc13b.3",2.87556590687207e-80,-0.387885612322111,0.111,0.271,8.92949481060984e-76,"4","Unc13b"
"Zfp955a.1",4.5895867860704e-80,0.253973532339895,0.335,0.192,1.42520438467844e-75,"4","Zfp955a"
"Ypel3.1",8.42925483227098e-80,-0.439939009348021,0.473,0.589,2.61753650306511e-75,"4","Ypel3"
"Apoe.4",9.13989161785931e-80,-1.50612016168493,0.206,0.348,2.83821054409385e-75,"4","Apoe"
"Xylt1.2",1.00234278095342e-79,-0.533305091461328,0.123,0.282,3.11257503769467e-75,"4","Xylt1"
"Fstl1.1",2.93583764814374e-79,0.287265615566843,0.277,0.144,9.11665664878074e-75,"4","Fstl1"
"Etl4.3",7.02589931240257e-79,-0.624776579396293,0.401,0.502,2.18175251348037e-74,"4","Etl4"
"Sytl2.1",1.46254187422464e-78,-0.541991524531572,0.058,0.202,4.54163128202976e-74,"4","Sytl2"
"Ptn.2",2.93935653414824e-78,-0.657199162932303,0.461,0.558,9.12758384549054e-74,"4","Ptn"
"Pdzrn3.4",1.94227541327117e-77,-0.31676078887223,0.026,0.157,6.03134784083096e-73,"4","Pdzrn3"
"Ppm1l.2",9.14020840658659e-77,-0.433195674890736,0.181,0.344,2.83830891649733e-72,"4","Ppm1l"
"Shd.1",1.58591030310463e-76,-0.295952888679329,0.015,0.138,4.92472726423082e-72,"4","Shd"
"Boc.3",1.66048129824506e-76,-0.332571537945089,0.014,0.136,5.15629257544039e-72,"4","Boc"
"Slitrk1.4",2.3379152626522e-76,-0.405627511143232,0.228,0.389,7.25992826511389e-72,"4","Slitrk1"
"Bin1.2",2.68933241436562e-76,-0.566003714035151,0.304,0.451,8.35118394632955e-72,"4","Bin1"
"Pde4b.4",3.82623448001385e-76,-0.883749883119816,0.438,0.558,1.1881605930787e-71,"4","Pde4b"
"Zfhx2.1",5.788069322944e-76,0.251664410195997,0.5,0.329,1.7973691668538e-71,"4","Zfhx2"
"Nell1.3",8.06988199763821e-76,-0.385538566169447,0.043,0.179,2.50594045672659e-71,"4","Nell1"
"Atp1b2.4",1.16643251430472e-75,-0.692664777877891,0.152,0.305,3.62212288667043e-71,"4","Atp1b2"
"Grik1.4",1.72706182779768e-75,-0.566960308359373,0.016,0.138,5.36304509386012e-71,"4","Grik1"
"Nr2f1.2",2.31905557808259e-75,-0.327536497613119,0.043,0.179,7.20136328661987e-71,"4","Nr2f1"
"Nptxr.4",2.60176784007538e-75,-0.502643190536067,0.225,0.372,8.07926967378607e-71,"4","Nptxr"
"Klf6",2.81275560082513e-75,-0.338777763836876,0.033,0.166,8.73444996724227e-71,"4","Klf6"
"Cdh10.2",2.85650515743709e-75,-0.488488069436323,0.256,0.405,8.87030546538939e-71,"4","Cdh10"
"St6gal1.4",6.43119866831364e-75,-0.53065803357907,0.022,0.146,1.99708012247143e-70,"4","St6gal1"
"Mpdz",6.79532005151179e-75,-0.401821879498329,0.099,0.249,2.11015073559596e-70,"4","Mpdz"
"Appl2.4",1.881953526239e-74,-0.645982626753119,0.047,0.179,5.84403028502997e-70,"4","Appl2"
"Clmn.4",2.74434979827827e-74,-0.717195900686399,0.06,0.196,8.52202942859351e-70,"4","Clmn"
"Aspa.4",5.41043480572984e-74,-1.14751756251563,0.026,0.149,1.68010232022329e-69,"4","Aspa"
"Id2",7.1278623217829e-74,-0.412720999331596,0.034,0.164,2.21341508678324e-69,"4","Id2"
"Asic2.1",7.18471012768795e-74,-0.344698303666209,0.06,0.2,2.23106803595094e-69,"4","Asic2"
"Sulf1.2",1.63227194301534e-73,0.254234125814402,0.214,0.102,5.06869406464554e-69,"4","Sulf1"
"Gm26532.1",3.81783893108908e-73,-0.347741436558253,0.006,0.119,1.18555352327109e-68,"4","Gm26532"
"Pak7.3",8.88092829809274e-73,-0.519845513982762,0.332,0.463,2.75779466440674e-68,"4","Pak7"
"Dner.3",1.03543510317194e-72,-0.491930120887604,0.15,0.309,3.21533662587983e-68,"4","Dner"
"Brd9.3",1.92880883913311e-72,-0.442624876845433,0.339,0.471,5.98953008816004e-68,"4","Brd9"
"Nefm.2",2.84187061488483e-72,0.273953866260554,0.337,0.194,8.82486082040187e-68,"4","Nefm"
"Grik3.3",3.95420945785678e-72,-0.313611600298172,0.022,0.144,1.22790066294826e-67,"4","Grik3"
"Clu.4",6.07420845522731e-72,-0.954684497463083,0.297,0.435,1.88622395160174e-67,"4","Clu"
"Syt17.3",6.70055084359685e-72,-0.297118602406124,0.015,0.133,2.08072205346213e-67,"4","Syt17"
"Cd9.4",1.97330313152064e-71,-0.83379640478115,0.036,0.16,6.12769821431106e-67,"4","Cd9"
"Plcl1.3",3.0481610989158e-71,-0.660943748258933,0.055,0.187,9.46545466046325e-67,"4","Plcl1"
"Ipcef1.2",4.25419880899364e-71,-0.315192513630044,0.038,0.166,1.3210563561568e-66,"4","Ipcef1"
"Mog.4",4.66115682478104e-71,-1.29916957710179,0.049,0.175,1.44742902879926e-66,"4","Mog"
"Wscd1.4",5.86428543209105e-71,-0.571111969942095,0.029,0.15,1.82103655522723e-66,"4","Wscd1"
"Mfn1",7.3577091169267e-71,-0.447791498774895,0.204,0.355,2.28478941207925e-66,"4","Mfn1"
"Glul.4",1.28267312421713e-70,-1.21579417368049,0.208,0.338,3.98308485263147e-66,"4","Glul"
"Numb.2",2.01009632851155e-70,-0.477642641234349,0.5,0.581,6.24195212892692e-66,"4","Numb"
"Ugt8a.4",2.34300848472699e-70,-0.998428223104,0.044,0.169,7.27574424762273e-66,"4","Ugt8a"
"Fgfr2.4",5.48009695300727e-70,-0.716595310065868,0.023,0.14,1.70173450681735e-65,"4","Fgfr2"
"Cmtm5.4",6.40597108665947e-70,-0.755540538352885,0.036,0.158,1.98924620154037e-65,"4","Cmtm5"
"Tmeff2.3",7.95507383880051e-70,-0.767279886272145,0.476,0.579,2.47028907916272e-65,"4","Tmeff2"
"Trim3.1",9.18813717920487e-70,-0.403898729874275,0.182,0.335,2.85319223825849e-65,"4","Trim3"
"Kif21b",1.127038535773e-69,-0.417126610300911,0.155,0.307,3.49979276513591e-65,"4","Kif21b"
"Fam155a.2",1.39286624937928e-69,-0.300839754348661,0.08,0.223,4.32526756419747e-65,"4","Fam155a"
"Epha5.2",1.86338910041661e-69,-0.449088243836073,0.702,0.711,5.78638217352371e-65,"4","Epha5"
"Lamp1.4",1.88992735202667e-69,-0.572030042378005,0.47,0.573,5.86879140624843e-65,"4","Lamp1"
"Kcnk10.1",2.38127929053409e-69,-0.279504714534729,0.013,0.125,7.39458658089551e-65,"4","Kcnk10"
"Mag.4",8.25286502318444e-69,-1.39829738057124,0.072,0.199,2.56276217564946e-64,"4","Mag"
"Sox10.4",1.04266631613707e-68,-0.853208970455535,0.022,0.136,3.23779171150045e-64,"4","Sox10"
"Stmn2.1",1.1911507367257e-68,-0.427583583006285,0.309,0.448,3.69888038275431e-64,"4","Stmn2"
"Plcb4.1",1.37041382851145e-68,-0.318652471105077,0.029,0.15,4.25554606167661e-64,"4","Plcb4"
"Atp2b4.3",1.55863879184646e-68,-0.50598955799568,0.247,0.392,4.84004104032081e-64,"4","Atp2b4"
"Tmem245.1",1.92069190723776e-68,-0.412327136622703,0.394,0.516,5.96432457954541e-64,"4","Tmem245"
"Hipk2.2",2.4857702190037e-68,-0.414277763017782,0.03,0.15,7.71906226107218e-64,"4","Hipk2"
"Sncb",2.63215741334662e-68,-0.39640234863603,0.254,0.402,8.17363841566527e-64,"4","Sncb"
"Gda.2",4.27851127470365e-68,0.265213953229381,0.599,0.423,1.32860610613372e-63,"4","Gda"
"Bcas1.4",2.13373672590452e-67,-0.852037768585437,0.018,0.129,6.62589265495131e-63,"4","Bcas1"
"Tmbim1.4",2.13544505425736e-67,-0.747264643798723,0.043,0.164,6.63119752698539e-63,"4","Tmbim1"
"Gabra1.2",2.50713474041026e-67,-0.513170009750445,0.561,0.613,7.78540550939599e-63,"4","Gabra1"
"Necab3.3",5.16252272184588e-67,-0.350563356355086,0.098,0.239,1.6031181808148e-62,"4","Necab3"
"A430106G13Rik.2",5.59721943383132e-67,-0.497977477748995,0.087,0.223,1.73810455078764e-62,"4","A430106G13Rik"
"Laptm4b.2",6.36396881540737e-67,-0.416187629421916,0.083,0.217,1.97620323624845e-62,"4","Laptm4b"
"Plekho1.1",6.43687570496372e-67,-0.33443829184935,0.021,0.134,1.99884301266238e-62,"4","Plekho1"
"Syp.3",1.41149017862196e-66,-0.369215946272399,0.654,0.675,4.38310045167478e-62,"4","Syp"
"Lnx1.1",4.42703632453989e-66,-0.292159238574699,0.041,0.165,1.37472758985937e-61,"4","Lnx1"
"St8sia5.2",4.70515338330835e-66,-0.282256099946916,0.047,0.172,1.46109128011874e-61,"4","St8sia5"
"Tmem59l.2",6.29727752570435e-66,-0.411155768329579,0.535,0.604,1.95549359005697e-61,"4","Tmem59l"
"Hivep3.2",7.14290784461241e-66,-0.418351073479533,0.398,0.511,2.21808717298749e-61,"4","Hivep3"
"Neurod6.3",1.05662309898282e-65,-0.324532264328396,0.034,0.153,3.28113170927134e-61,"4","Neurod6"
"Trpc4.1",1.68857441242417e-65,-0.324949705947105,0.03,0.147,5.24353012290078e-61,"4","Trpc4"
"Sox6.4",2.08615959262667e-65,-0.50302316877879,0.007,0.11,6.4781513829836e-61,"4","Sox6"
"Khdrbs3.3",3.43823440404911e-65,-0.315996446649247,0.09,0.228,1.06767492948937e-60,"4","Khdrbs3"
"Tmem30a",3.53667554967731e-65,-0.374036239319113,0.622,0.678,1.09824385844129e-60,"4","Tmem30a"
"Gng2",3.85929883938465e-65,-0.294515888150724,0.032,0.151,1.19842806859411e-60,"4","Gng2"
"Hdac7.1",9.48775111538521e-65,-0.355638917150019,0.132,0.277,2.94623135386057e-60,"4","Hdac7"
"Daam2.4",1.21574034944011e-64,-0.664563034751838,0.016,0.122,3.77523850711638e-60,"4","Daam2"
"Nav1.1",1.37624369017387e-64,-0.455322961893584,0.284,0.416,4.27364953109693e-60,"4","Nav1"
"Tbr1.1",1.65745172566363e-64,-0.266950556969513,0.027,0.141,5.14688484370328e-60,"4","Tbr1"
"Mettl7a1.1",2.97889651868994e-64,-0.511056439912596,0.105,0.241,9.25036735948786e-60,"4","Mettl7a1"
"Mal.4",3.55538110345449e-64,-1.3380876851424,0.128,0.257,1.10405249405572e-59,"4","Mal"
"Csrp1.4",3.57214256549369e-64,-0.725760464748196,0.034,0.147,1.10925743086275e-59,"4","Csrp1"
"Rmst.3",3.80494496234771e-64,-0.442844028771181,0.012,0.116,1.18154955915783e-59,"4","Rmst"
"Pde1a.3",7.57302986193296e-64,-0.376809166054612,0.236,0.391,2.35165296302604e-59,"4","Pde1a"
"Rgma.3",8.16448573308955e-64,-0.523404865805245,0.032,0.144,2.5353177546963e-59,"4","Rgma"
"Magi1",1.04631571542043e-63,-0.430610147971922,0.364,0.482,3.24912419109505e-59,"4","Magi1"
"Insig1.2",1.28216997955416e-63,-0.449498199878839,0.093,0.226,3.98152243750954e-59,"4","Insig1"
"Arhgef28.2",3.55739686388277e-63,-0.430905042340512,0.054,0.176,1.10467844814152e-58,"4","Arhgef28"
"Fth1.4",4.56464006828956e-63,-0.64823252932642,0.503,0.596,1.41745768040596e-58,"4","Fth1"
"Maf.4",6.35858357175215e-63,-0.424764215164249,0.008,0.109,1.97453095653619e-58,"4","Maf"
"Zfp57.1",9.00881466665895e-63,-0.264891661442462,0.008,0.109,2.7975072184376e-58,"4","Zfp57"
"Ak5.3",1.15922053298576e-62,-0.38896102517937,0.254,0.395,3.59972752108067e-58,"4","Ak5"
"Cbfb",2.49923846006396e-62,-0.314440477076399,0.017,0.123,7.76088519003662e-58,"4","Cbfb"
"Ildr2.3",2.54947476753691e-62,-0.387296882350309,0.254,0.396,7.91688399563236e-58,"4","Ildr2"
"Cldn11.4",4.73040483071724e-62,-1.37556906676034,0.11,0.233,1.46893261208262e-57,"4","Cldn11"
"Hmgn3.1",6.70994561032206e-62,-0.418488678191696,0.363,0.483,2.08363941037331e-57,"4","Hmgn3"
"Nxph1.4",6.86761683200842e-62,-0.652489692100028,0.034,0.145,2.13260105484357e-57,"4","Nxph1"
"Arhgap42.2",1.09224050899291e-61,-0.280576411587831,0.026,0.136,3.39173445257569e-57,"4","Arhgap42"
"Cd63.4",1.1807392331026e-61,-0.565654871532219,0.031,0.14,3.66654954055349e-57,"4","Cd63"
"Zmiz1",1.49237318957848e-61,-0.455727773086189,0.145,0.277,4.63426646559806e-57,"4","Zmiz1"
"Mtss1l.3",1.63881512069517e-61,-0.383778708544941,0.021,0.127,5.08901259429472e-57,"4","Mtss1l"
"Foxn3.3",2.04825389798149e-61,-0.486662964370087,0.116,0.25,6.36044282940192e-57,"4","Foxn3"
"Strip1",3.88848933849155e-61,-0.300552127380584,0.063,0.188,1.20749259428178e-56,"4","Strip1"
"Napepld",7.75654511142976e-61,-0.325970994302429,0.041,0.157,2.40863995345228e-56,"4","Napepld"
"Plekha7.2",9.57039803301922e-61,-0.282081159831297,0.041,0.157,2.97189570119346e-56,"4","Plekha7"
"Plxna1",1.33422000702923e-60,-0.250923002354143,0.034,0.147,4.14315338782787e-56,"4","Plxna1"
"Cpne7.3",1.45572783434037e-60,-0.418528808177545,0.043,0.16,4.52047164397714e-56,"4","Cpne7"
"Ptpru.2",2.94807844002919e-60,-0.268753972952964,0.01,0.108,9.15466797982265e-56,"4","Ptpru"
"Rnf130.1",3.37699416493799e-60,-0.420878513164775,0.239,0.377,1.0486579980382e-55,"4","Rnf130"
"C530008M17Rik.1",8.85387569760318e-60,-0.32050443980803,0.074,0.199,2.74939402037672e-55,"4","C530008M17Rik"
"Plxdc1.1",1.37560581253712e-59,-0.260887402052367,0.018,0.121,4.27166872967153e-55,"4","Plxdc1"
"Brinp3.2",1.64357410793982e-59,-0.499692663554195,0.242,0.376,5.10379067738554e-55,"4","Brinp3"
"Plp1.4",2.18779866366388e-59,-2.29900988731426,0.466,0.553,6.79377119027544e-55,"4","Plp1"
"Sat2",3.147131996555e-59,-0.297976387585488,0.028,0.135,9.77278898890223e-55,"4","Sat2"
"Mobp.4",4.20023131375554e-59,-0.928934544795224,0.039,0.147,1.30429782986051e-54,"4","Mobp"
"Tcf25",5.43530790150876e-59,-0.310222061598396,0.712,0.726,1.68782616265551e-54,"4","Tcf25"
"Ankrd44.2",8.71259566587763e-59,-0.402584236705253,0.025,0.129,2.70552233212498e-54,"4","Ankrd44"
"Ankrd24.1",1.93424273448283e-58,-0.300695978240808,0.092,0.221,6.00640396338954e-54,"4","Ankrd24"
"Laptm4a.1",2.44132780590855e-58,-0.446861071305127,0.434,0.535,7.58105523568782e-54,"4","Laptm4a"
"Phldb1.4",1.726677869778e-57,-0.66016278545426,0.051,0.162,5.36185278902163e-53,"4","Phldb1"
"Fmnl2",1.75490319770055e-57,-0.310921430303595,0.029,0.134,5.44950089981951e-53,"4","Fmnl2"
"Zmat4.3",3.33988781568299e-57,-0.488278513056226,0.159,0.285,1.03713536340404e-52,"4","Zmat4"
"C1ql3.3",4.65175702913574e-57,-0.341921814879556,0.054,0.169,1.44451011025752e-52,"4","C1ql3"
"Atp1a2.4",6.11896100553179e-57,-1.61721764582335,0.088,0.204,1.90012096104779e-52,"4","Atp1a2"
