"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rapgef6",7.04460329469684e-157,0.3454692202047,0.73,0.479,2.18756066110221e-152,"4","Rapgef6"
"Mpp6.1",3.45463939722787e-156,0.351403120361916,0.42,0.203,1.07276917202117e-151,"4","Mpp6"
"Fam19a1.3",4.22408775545085e-156,-0.80021153951556,0.034,0.26,1.31170597070015e-151,"4","Fam19a1"
"Kcnh1.2",1.48927054540701e-154,0.378735112170271,0.624,0.374,4.62463182465238e-150,"4","Kcnh1"
"Cap1",1.32844163464709e-153,0.323737736175023,0.428,0.211,4.12520980806962e-149,"4","Cap1"
"Cnksr2.3",4.96328674420131e-153,0.338312913990375,0.829,0.555,1.54124943267683e-148,"4","Cnksr2"
"Nav3.4",1.04268686424396e-152,-0.633420407949646,0.362,0.558,3.23785551953676e-148,"4","Nav3"
"Rsrp1.1",1.27081013521552e-152,-0.339336550820084,0.95,0.946,3.94624671288476e-148,"4","Rsrp1"
"Pttg1ip",1.92525240859851e-152,0.286118706314972,0.35,0.153,5.97848630442095e-148,"4","Pttg1ip"
"Rab40b.2",2.67892217000362e-152,0.351576272773143,0.469,0.246,8.31885701451224e-148,"4","Rab40b"
"Dkk3.3",5.02207079703129e-152,-0.707748969870935,0.086,0.32,1.55950364460213e-147,"4","Dkk3"
"Fam214a",5.6603993257182e-152,0.31045295315097,0.497,0.262,1.75772380261527e-147,"4","Fam214a"
"Cd81.4",2.04041048031166e-151,-0.954493674792667,0.452,0.624,6.33608666451181e-147,"4","Cd81"
"Kirrel3.2",2.31303388543226e-151,0.30117676146111,0.685,0.41,7.18266412443281e-147,"4","Kirrel3"
"Focad.1",5.69679227510911e-151,0.339557331919437,0.468,0.247,1.76902490518963e-146,"4","Focad"
"Rtn4r.3",5.93183033271635e-151,-0.586625655477398,0.072,0.304,1.84201127321841e-146,"4","Rtn4r"
"Fam49a.1",1.25883456527158e-150,0.378506154169343,0.57,0.339,3.90905897553784e-146,"4","Fam49a"
"Auts2.3",2.16378803188051e-150,0.320965505786208,0.865,0.64,6.71921097539854e-146,"4","Auts2"
"Sptbn1",3.20918020275578e-150,0.308267598429629,0.917,0.75,9.96546728361754e-146,"4","Sptbn1"
"Ppp2r2a.2",7.25549072770466e-150,0.294598851045712,0.551,0.308,2.25304753567413e-145,"4","Ppp2r2a"
"Atp2b2.3",1.64166127986891e-149,0.311601596610812,0.935,0.706,5.09785077237692e-145,"4","Atp2b2"
"Otof.1",1.33196078223589e-148,0.451611066640087,0.207,0.07,4.13613781707712e-144,"4","Otof"
"Camkk2.3",2.0140084980614e-148,0.358006946771789,0.73,0.479,6.25410058903006e-144,"4","Camkk2"
"Etnk1",2.13785825907072e-148,0.346901084322559,0.871,0.659,6.63869125189229e-144,"4","Etnk1"
"Smarca1.1",2.32085796413248e-148,0.357686954459167,0.514,0.286,7.20696023602058e-144,"4","Smarca1"
"Epb41l1.2",8.30853088908315e-148,0.346633789118469,0.621,0.376,2.58004809698699e-143,"4","Epb41l1"
"Grik5.2",1.44580382550794e-146,0.349538596352293,0.569,0.334,4.48965461934981e-142,"4","Grik5"
"Atp6ap1l",2.41791903514049e-146,0.312975786875163,0.206,0.069,7.50836397982176e-142,"4","Atp6ap1l"
"Slmap",6.76762044044035e-146,0.340453590760146,0.592,0.356,2.10154917536994e-141,"4","Slmap"
"Isyna1.1",1.39375291205223e-145,0.285096130232467,0.284,0.115,4.32802091779578e-141,"4","Isyna1"
"Rgs6.2",2.34599782027915e-145,-0.608036871100128,0.08,0.311,7.28502703131285e-141,"4","Rgs6"
"Srsf7",3.07491831596334e-145,0.291588106609,0.936,0.795,9.54854384656097e-141,"4","Srsf7"
"Satb1.3",4.45853928267606e-145,-0.644709664983829,0.076,0.299,1.3845102034494e-140,"4","Satb1"
"Nwd2.4",7.48033276923439e-145,-0.640500762982485,0.059,0.281,2.32286773483036e-140,"4","Nwd2"
"Ano3.3",1.19244094145265e-144,0.332657884537241,0.737,0.465,3.7028868554929e-140,"4","Ano3"
"Phyhip",3.44940017743641e-144,0.34228002946322,0.475,0.258,1.07114223709933e-139,"4","Phyhip"
"Mtcl1.1",7.6862646884234e-144,0.353101354613469,0.473,0.254,2.38681577369612e-139,"4","Mtcl1"
"Coch.3",1.15752355261928e-143,0.396261806643846,0.277,0.114,3.59445788794864e-139,"4","Coch"
"Lncpint.1",1.99314958786643e-143,0.365831129045445,0.731,0.493,6.18932741520162e-139,"4","Lncpint"
"Gsk3b.2",5.68521271789321e-143,0.333286224831949,0.811,0.598,1.76542910528738e-138,"4","Gsk3b"
"Vwa5b2.3",1.12161997558732e-142,-0.536194327595528,0.121,0.358,3.4829665101913e-138,"4","Vwa5b2"
"Nus1",1.33160079817166e-142,0.298544159962401,0.394,0.191,4.13501995856246e-138,"4","Nus1"
"Stx1a.4",1.43905943157993e-142,-0.58745445199539,0.124,0.35,4.46871125288515e-138,"4","Stx1a"
"Glce.1",3.20604364831435e-142,0.299491194597023,0.387,0.186,9.95572734111056e-138,"4","Glce"
"Stk32c.1",4.42169545524372e-142,0.342472676506873,0.462,0.249,1.37306908971683e-137,"4","Stk32c"
"Syt13.3",1.43621079547666e-141,-0.514743896811766,0.074,0.299,4.45986538319368e-137,"4","Syt13"
"Rasgef1b.4",1.62949171785789e-141,0.356407871352671,0.573,0.333,5.0600606314641e-137,"4","Rasgef1b"
"Satb2.2",1.786565403847e-141,-0.528372411160611,0.027,0.235,5.5478215485661e-137,"4","Satb2"
"Nrg1.1",2.36223053260554e-141,0.358354923206883,0.446,0.237,7.33543447289998e-137,"4","Nrg1"
"Mapt.2",7.56833239443186e-141,-0.587392633771594,0.799,0.824,2.35019425844293e-136,"4","Mapt"
"Eno2.1",1.86849976573087e-140,0.335517530141559,0.686,0.446,5.80225232252407e-136,"4","Eno2"
"Ksr2.2",3.93672969497222e-140,0.34173500710704,0.642,0.403,1.22247267217972e-135,"4","Ksr2"
"Nkain3.3",1.44722500510585e-139,0.279833943406842,0.358,0.16,4.4940678083552e-135,"4","Nkain3"
"Grid1.1",2.1952240534737e-139,0.339498527212223,0.442,0.232,6.81682925325187e-135,"4","Grid1"
"Cep63",2.45148920523912e-138,0.289048483394707,0.343,0.158,7.61260942902903e-134,"4","Cep63"
"Pcdh17.1",2.59236978394552e-138,0.369284260668487,0.529,0.299,8.05008589008602e-134,"4","Pcdh17"
"D5Ertd579e",3.63323462092005e-138,0.355288612408037,0.687,0.461,1.1282283468343e-133,"4","D5Ertd579e"
"Srrt.1",9.26775284699843e-138,0.330342419969047,0.68,0.439,2.87791529157842e-133,"4","Srrt"
"Reps2",1.00091899269367e-137,0.337264122138829,0.64,0.402,3.10815374801166e-133,"4","Reps2"
"Garem1",1.16538152838944e-137,0.319304205004644,0.422,0.216,3.61885926010773e-133,"4","Garem1"
"Tenm4.4",1.24281931201372e-137,0.326588996597657,0.75,0.498,3.8593268095962e-133,"4","Tenm4"
"Adgrl2.3",2.19600120353199e-137,0.344111576502359,0.618,0.374,6.81924253732789e-133,"4","Adgrl2"
"Rapgef2",4.90711864098235e-137,0.330449755388651,0.407,0.209,1.52380755158425e-132,"4","Rapgef2"
"Erlin1.1",7.09133670845014e-137,0.330766263739052,0.369,0.179,2.20207278807502e-132,"4","Erlin1"
"Zfp536.4",9.69139893761987e-137,-0.918694405544554,0.025,0.225,3.0094701120991e-132,"4","Zfp536"
"Ascc3",1.57967424039515e-136,0.326685531105363,0.68,0.449,4.90536241869904e-132,"4","Ascc3"
"Lrpap1",2.11543513493176e-136,0.31036813763803,0.674,0.43,6.56906072450359e-132,"4","Lrpap1"
"Brinp1.3",5.17304746422775e-136,0.304448997966108,0.847,0.606,1.60638642906664e-131,"4","Brinp1"
"Tmtc1.1",5.58026888291762e-136,0.326689018196797,0.386,0.191,1.73284089621241e-131,"4","Tmtc1"
"Cck.2",9.91598531626826e-136,-0.703005371788264,0.277,0.477,3.07921092026078e-131,"4","Cck"
"Elavl2.3",1.59024001678168e-135,-0.623828140467766,0.124,0.349,4.93817232411214e-131,"4","Elavl2"
"Dsel",4.43456303943368e-135,0.30378893000575,0.456,0.24,1.37706486063534e-130,"4","Dsel"
"Tmem178.2",4.72256150220579e-135,-0.499578871250463,0.061,0.276,1.46649702327996e-130,"4","Tmem178"
"Frmpd4.2",7.28878363602365e-135,0.337729577519822,0.57,0.34,2.26338598249442e-130,"4","Frmpd4"
"Sntb2.2",9.69898420766089e-135,0.3358770367777,0.508,0.285,3.01182556600494e-130,"4","Sntb2"
"Pcdh9.3",7.09821744724658e-134,-0.546902799357298,0.702,0.778,2.20420946389348e-129,"4","Pcdh9"
"Olfm2.2",2.25487381667006e-133,-0.535229279513592,0.076,0.294,7.00205966290554e-129,"4","Olfm2"
"Adgrb3.2",3.44856492269559e-133,0.3153029744729,0.867,0.642,1.07088286544466e-128,"4","Adgrb3"
"Rgs17.1",7.07603779749898e-133,0.329958944215212,0.459,0.247,2.19732201725736e-128,"4","Rgs17"
"Raph1.4",9.56891911989535e-133,-0.579698799731078,0.247,0.456,2.9714364543011e-128,"4","Raph1"
"Elavl4.2",1.17451037821197e-132,-0.485483854567298,0.053,0.264,3.64720707746164e-128,"4","Elavl4"
"Mapk11.4",1.32164012059781e-132,-0.465308813085198,0.034,0.235,4.10408906649237e-128,"4","Mapk11"
"Rap2b.2",2.75465588141294e-132,0.305052305103903,0.497,0.276,8.55403290855161e-128,"4","Rap2b"
"Nfx1",1.35916835719798e-131,0.321041722338501,0.715,0.483,4.22062549960688e-127,"4","Nfx1"
"Mast1.2",5.08676639860179e-131,-0.437550171464724,0.037,0.239,1.57959356975781e-126,"4","Mast1"
"Ncdn",7.25967108019024e-131,0.340592571838056,0.521,0.302,2.25434566053147e-126,"4","Ncdn"
"Mok.1",2.2660288618663e-130,0.325813607592701,0.393,0.202,7.03669942475341e-126,"4","Mok"
"Arl15.3",2.43571453529108e-130,0.301459733712658,0.701,0.45,7.56362434643941e-126,"4","Arl15"
"Zdhhc14",4.43386711431703e-130,0.285288705311623,0.558,0.325,1.37684875500887e-125,"4","Zdhhc14"
"Map1b.2",5.82603079112243e-130,0.288808475512561,0.935,0.723,1.80915734156725e-125,"4","Map1b"
"Tpm1.2",6.18807379292247e-130,0.375282816859331,0.687,0.458,1.92158255491622e-125,"4","Tpm1"
"Usp29.2",1.50922304040285e-129,0.329737323256372,0.49,0.273,4.68659030736297e-125,"4","Usp29"
"Caly.1",7.67953133998815e-129,0.296595689264923,0.754,0.508,2.38472486700652e-124,"4","Caly"
"Gmpr.1",5.39855280431418e-128,0.289109605525168,0.326,0.152,1.67641260232368e-123,"4","Gmpr"
"Ubl3",1.77015319611053e-127,0.270565804171991,0.489,0.268,5.49685671988203e-123,"4","Ubl3"
"Nbea.1",1.95546786850342e-127,0.309760582162066,0.846,0.619,6.07231437206368e-123,"4","Nbea"
"Rab36.1",2.07513532856722e-127,0.346811300752111,0.511,0.299,6.4439177357998e-123,"4","Rab36"
"Tmod1",3.02608098540074e-127,0.255950619570936,0.439,0.229,9.39688928396492e-123,"4","Tmod1"
"Ppp1r1a.2",4.25896249882581e-127,0.325677518280399,0.497,0.284,1.32253562476038e-122,"4","Ppp1r1a"
"Podxl2.1",4.44774191847331e-127,-0.587186455940482,0.251,0.46,1.38115729794352e-122,"4","Podxl2"
"Cadps2.3",4.95491068455724e-127,-0.558125179492436,0.027,0.218,1.53864841487556e-122,"4","Cadps2"
"Dbp.1",5.37206495419867e-127,0.292379738698561,0.425,0.223,1.66818733022731e-122,"4","Dbp"
"Ramp1",5.86495332593592e-127,0.261001714263215,0.397,0.196,1.82124395630288e-122,"4","Ramp1"
"Camk2g.2",1.0263918609997e-126,-0.571230847645332,0.226,0.438,3.18725464596238e-122,"4","Camk2g"
"Xpr1.1",4.68300176947821e-126,0.305695782093253,0.619,0.382,1.45421253947607e-121,"4","Xpr1"
"Zfpm2.4",6.51970639942908e-126,-0.658310189875628,0.02,0.207,2.02456442821471e-121,"4","Zfpm2"
"Gucy1b1.2",6.76894606197139e-126,0.31353078259073,0.497,0.282,2.10196082062398e-121,"4","Gucy1b1"
"Mllt10",1.18364515922912e-125,0.274118542721711,0.478,0.263,3.67557331295418e-121,"4","Mllt10"
"Zfp462.1",2.56644201020887e-125,0.250091819994909,0.375,0.183,7.96957237430162e-121,"4","Zfp462"
"BC030499.4",4.05607189028304e-125,-0.622163260656026,0.04,0.233,1.25953200408959e-120,"4","BC030499"
"Osbpl1a.2",5.31034041670608e-125,-0.592887234556689,0.39,0.554,1.64902000959974e-120,"4","Osbpl1a"
"Vsnl1.2",5.46336547684995e-125,-0.524988390189304,0.191,0.407,1.69653888152622e-120,"4","Vsnl1"
"Dph6",6.02689129100382e-125,0.279419665401348,0.337,0.16,1.87153055259542e-120,"4","Dph6"
"Actl6b.2",7.61602355377565e-125,0.333049708730502,0.574,0.354,2.36500379415395e-120,"4","Actl6b"
"Faah.3",9.66442683980097e-125,-0.505054027087041,0.167,0.389,3.00109446656339e-120,"4","Faah"
"Sfpq",1.20479731581569e-124,0.277462277085022,0.93,0.779,3.74125710480245e-120,"4","Sfpq"
"Gm28928.3",1.68247189761888e-124,-0.553626678158373,0.107,0.331,5.2245799836759e-120,"4","Gm28928"
"Negr1.3",1.73256468338395e-124,0.285080028418458,0.887,0.643,5.38013311131217e-120,"4","Negr1"
"Fcho1.2",1.7722477421154e-124,0.328330162283634,0.546,0.331,5.50336091359096e-120,"4","Fcho1"
"Arid3b.1",6.01857049373339e-124,0.278069081139896,0.329,0.155,1.86894669541903e-119,"4","Arid3b"
"Pde4d.2",8.98938147893535e-124,-0.552660968600233,0.189,0.403,2.79147263065379e-119,"4","Pde4d"
"Plk2.2",9.63593744113699e-124,0.350769102186056,0.699,0.465,2.99224765359627e-119,"4","Plk2"
"Syt10.1",3.86479169046439e-123,0.336782381533346,0.248,0.102,1.20013376363991e-118,"4","Syt10"
"Clstn2.3",5.80433400576354e-123,-0.646334429330734,0.188,0.391,1.80241983880975e-118,"4","Clstn2"
"Ly6e.3",8.64362311507037e-123,-0.600997388045517,0.177,0.386,2.6841042859228e-118,"4","Ly6e"
"Camk2d.3",1.87913499584307e-122,-0.59880680813917,0.251,0.47,5.8352779025915e-118,"4","Camk2d"
"Agpat4.1",5.45411905432189e-122,-0.638616721398565,0.235,0.441,1.69366758993858e-117,"4","Agpat4"
"Rgs4.1",1.71762640216126e-121,0.277170053547212,0.372,0.184,5.33374526663135e-117,"4","Rgs4"
"Pak1.1",2.33968496124954e-121,-0.650665790228658,0.263,0.46,7.26542371016819e-117,"4","Pak1"
"Tmem44.2",4.31839267571111e-121,0.253706129910309,0.409,0.205,1.34099047758857e-116,"4","Tmem44"
"Trhde.3",4.34435929105433e-121,-0.561080249652238,0.047,0.239,1.3490538906511e-116,"4","Trhde"
"Myh10.1",4.85398187255962e-121,0.341550847524886,0.56,0.35,1.50730699088594e-116,"4","Myh10"
"Mapk4.3",4.99346262555145e-121,0.268963329553479,0.36,0.177,1.55061994911249e-116,"4","Mapk4"
"Arglu1",6.27518423106319e-121,0.293208171766135,0.849,0.645,1.94863295927205e-116,"4","Arglu1"
"Scg2.3",1.29475165056459e-120,0.33453862493246,0.609,0.374,4.02059230049822e-116,"4","Scg2"
"Mapk1ip1",1.42618662020392e-120,0.285435608232731,0.479,0.273,4.42873731171922e-116,"4","Mapk1ip1"
"Ap1s1",2.54190416391227e-120,0.304047169577126,0.43,0.235,7.89337500019676e-116,"4","Ap1s1"
"Gripap1",5.63252637338463e-120,0.292594432798776,0.521,0.31,1.74906841472713e-115,"4","Gripap1"
"Rgs14",2.03231786733985e-119,0.254490704692523,0.218,0.085,6.31095667345044e-115,"4","Rgs14"
"Ywhaz",2.05397004293943e-119,0.28449952191473,0.825,0.61,6.37819317433982e-115,"4","Ywhaz"
"Lyrm9.1",3.91844097914466e-119,0.305144410771439,0.38,0.198,1.21679347725379e-114,"4","Lyrm9"
"Rin1",5.59020388914367e-119,0.258460661827511,0.265,0.114,1.73592601369578e-114,"4","Rin1"
"Slc8a1.1",6.71530249526264e-119,-0.510966476136932,0.082,0.284,2.08530288385391e-114,"4","Slc8a1"
"Fhod3.2",1.48071509250904e-118,-0.423067748955962,0.028,0.211,4.59806457676832e-114,"4","Fhod3"
"Zdbf2",1.5736325346586e-118,0.311897538122846,0.294,0.134,4.88660110987536e-114,"4","Zdbf2"
"Usp48",4.44494933166128e-118,0.30599224394856,0.662,0.443,1.38029011596078e-113,"4","Usp48"
"Scd2.4",8.41489670106071e-118,-1.05043401505374,0.483,0.624,2.61307787258038e-113,"4","Scd2"
"Ptprn2.1",1.72865906875859e-117,0.298013169333098,0.772,0.544,5.36800500621603e-113,"4","Ptprn2"
"Scube1.3",1.90531141577311e-117,-0.534486400087088,0.016,0.191,5.91656353940025e-113,"4","Scube1"
"Kdm3a",2.28958279267008e-117,0.278538231636448,0.44,0.241,7.10984144607841e-113,"4","Kdm3a"
"Syndig1.1",4.20586797234272e-117,0.288778989504597,0.302,0.139,1.30604818145159e-112,"4","Syndig1"
"Ctxn1.3",5.11413751393107e-117,0.292566110838073,0.726,0.481,1.58809312220102e-112,"4","Ctxn1"
"Pcdh15.2",7.14649833051329e-117,-0.6137050758923,0.094,0.305,2.21920212657429e-112,"4","Pcdh15"
"Rad51ap2.3",9.90971360963824e-117,-0.450404039326866,0.041,0.228,3.07726336720096e-112,"4","Rad51ap2"
"Rfx3.3",6.42842842491094e-116,0.267037283016032,0.473,0.263,1.99621987878759e-111,"4","Rfx3"
"Cacng3.2",2.76925252495631e-115,0.2936211337687,0.676,0.433,8.59935986574683e-111,"4","Cacng3"
"Dzank1.1",3.04935475372137e-115,0.308664691571879,0.572,0.359,9.46916131673096e-111,"4","Dzank1"
"Atf6",3.88254533886615e-115,0.291508041637546,0.52,0.31,1.20564680407811e-110,"4","Atf6"
"Tubb4a.3",4.46961796136485e-115,-0.981192527832973,0.291,0.482,1.38795046554263e-110,"4","Tubb4a"
"Srrm4.2",5.07837106590463e-115,-0.536769025615519,0.175,0.375,1.57698656709536e-110,"4","Srrm4"
"C130073E24Rik.2",6.7399471115047e-115,0.303455360647227,0.339,0.161,2.09295577653556e-110,"4","C130073E24Rik"
"Mprip.1",1.31944935884832e-114,0.29322079144033,0.596,0.379,4.0972860940317e-110,"4","Mprip"
"Agfg2.2",2.1554141027978e-114,0.296849238566647,0.508,0.301,6.69320741341802e-110,"4","Agfg2"
"Crym.2",2.20644324795875e-114,0.295190932255675,0.252,0.108,6.85166821788632e-110,"4","Crym"
"Rtn3",2.8041239700542e-114,-0.35714026607486,0.863,0.846,8.7076461642093e-110,"4","Rtn3"
"Scamp1",3.98404830893286e-114,0.274350490116055,0.55,0.332,1.23716652137292e-109,"4","Scamp1"
"Rps6ka3.1",6.16107741374836e-114,0.268166278982376,0.369,0.189,1.91319936929128e-109,"4","Rps6ka3"
"Rpgr",9.23243076371545e-114,0.281804076931555,0.36,0.185,2.86694672505656e-109,"4","Rpgr"
"3110035E14Rik.2",9.54843625421346e-114,-0.521307152885211,0.04,0.22,2.96507591002091e-109,"4","3110035E14Rik"
"Fam120b",1.06397724633971e-113,0.282750773892581,0.735,0.512,3.30396854305871e-109,"4","Fam120b"
"Cuedc1.3",1.46909603445794e-113,-0.588723311658304,0.125,0.328,4.56198391580226e-109,"4","Cuedc1"
"Itm2b.3",1.50244157195839e-113,-0.475940971689021,0.817,0.853,4.66553181340237e-109,"4","Itm2b"
"Kcnj4",4.44775296743799e-113,0.261333574637408,0.271,0.12,1.38116072897852e-108,"4","Kcnj4"
"Trrap.1",5.00090340397799e-113,0.309406627323878,0.65,0.436,1.55293053403729e-108,"4","Trrap"
"Arl4a",5.27140930537825e-113,0.283147820189605,0.313,0.15,1.63693073159911e-108,"4","Arl4a"
"Pdxk",5.78027029547475e-113,0.273506866632177,0.335,0.164,1.79494733485377e-108,"4","Pdxk"
"Cdc37l1.4",7.5180778810207e-113,-0.736133731475873,0.596,0.702,2.33458872439336e-108,"4","Cdc37l1"
"Rims2.3",8.36965649766179e-113,0.284344177732758,0.787,0.565,2.59902943221892e-108,"4","Rims2"
"Prnp.2",1.76989191041023e-112,-0.530259045521481,0.613,0.714,5.49604534939689e-108,"4","Prnp"
"Fnbp1.4",1.86507606715033e-112,-0.834678025842214,0.296,0.482,5.79162071132193e-108,"4","Fnbp1"
"Zfp46.2",2.7966267246368e-112,0.295823645361698,0.377,0.199,8.68436496801466e-108,"4","Zfp46"
"Gpr63",6.16663547719631e-112,0.269878395182302,0.249,0.107,1.91492531473377e-107,"4","Gpr63"
"Luzp2.4",8.0422917338896e-112,-1.06928646569101,0.074,0.258,2.49737285212474e-107,"4","Luzp2"
"Rrp1b",1.16529469414846e-111,0.258420379583702,0.311,0.148,3.61858961373922e-107,"4","Rrp1b"
"Adcy8.1",1.28429356701913e-111,-0.398750313016893,0.011,0.176,3.9881168136645e-107,"4","Adcy8"
"Resp18.1",4.40434609308302e-111,-0.618144715840765,0.126,0.322,1.36768159228507e-106,"4","Resp18"
"Usp28.1",1.0196856230213e-110,0.284127457547477,0.356,0.184,3.16642976516805e-106,"4","Usp28"
"Celf3.2",1.35189805264724e-110,0.319855021425355,0.619,0.405,4.19804902288547e-106,"4","Celf3"
"Ubxn2b.1",1.86880975035902e-110,0.295549309208652,0.406,0.222,5.80321491778985e-106,"4","Ubxn2b"
"Plppr3.2",6.12767911642825e-110,0.275854379442394,0.489,0.281,1.90282819602446e-105,"4","Plppr3"
"Dscam.2",1.24427534777496e-109,-0.419471641553969,0.044,0.225,3.86384823744558e-105,"4","Dscam"
"Grin1.3",1.56973085233805e-109,0.260012229437119,0.935,0.705,4.87448521576533e-105,"4","Grin1"
"Arpp19.1",1.7027094712073e-109,0.315560131625206,0.662,0.446,5.28742372094004e-105,"4","Arpp19"
"Rab31.4",1.76208931712498e-109,-0.686223683195385,0.022,0.19,5.47181595646819e-105,"4","Rab31"
"Nrcam.3",1.82504557935183e-109,-0.431336410026318,0.77,0.748,5.66731403756123e-105,"4","Nrcam"
"Sh3d19.3",3.49760772766477e-109,-0.6476656726675,0.036,0.21,1.08611212767174e-104,"4","Sh3d19"
"Gm26652.1",4.07590420076584e-109,0.293650086340949,0.328,0.164,1.26569053146382e-104,"4","Gm26652"
"Sept4.4",4.71975347118616e-109,-0.972655688425131,0.222,0.409,1.46562504540744e-104,"4","Sept4"
"Rbck1",6.59843711824356e-109,0.281984695404258,0.473,0.278,2.04901267832817e-104,"4","Rbck1"
"Sorcs2.2",9.21749648362719e-109,0.273955309708695,0.358,0.182,2.86230918306075e-104,"4","Sorcs2"
"Apba1",1.0923294316714e-108,-0.53724432664129,0.123,0.316,3.3920105841692e-104,"4","Apba1"
"Dip2a.2",1.42163929388266e-108,-0.643089243568288,0.106,0.296,4.41461649929382e-104,"4","Dip2a"
"Cpsf3",3.37936568029861e-108,0.255565477039876,0.35,0.179,1.04939442470313e-103,"4","Cpsf3"
"Mbtps1",4.3108704383777e-108,0.261352388977681,0.461,0.265,1.33865459722943e-103,"4","Mbtps1"
"Ssbp2.1",1.01375600228355e-107,0.304304987973385,0.74,0.526,3.1480165138911e-103,"4","Ssbp2"
"Man1a2.3",1.33026081168229e-107,0.280650411932091,0.608,0.394,4.130858898517e-103,"4","Man1a2"
"Ccdc136.1",1.64026967722846e-107,-0.4289654843959,0.049,0.228,5.09352942869752e-103,"4","Ccdc136"
"Ylpm1.1",2.08240649275425e-107,0.290809590652522,0.824,0.625,6.46649688194976e-103,"4","Ylpm1"
"AC129186.1.4",2.35106892995067e-107,-0.471781831359635,0.016,0.179,7.30077434817582e-103,"4","AC129186.1"
"Gm3764.2",3.52742441668034e-107,-0.767806279779791,0.442,0.585,1.09537110411175e-102,"4","Gm3764"
"Sept7.3",4.84383432793197e-107,-0.765735017952371,0.489,0.617,1.50415587385271e-102,"4","Sept7"
"Plxdc2.4",7.54396493820644e-107,-0.821705937599245,0.136,0.325,2.34262743226125e-102,"4","Plxdc2"
"Stxbp5l.2",8.15672799438912e-107,0.281328790038821,0.753,0.519,2.53290874409765e-102,"4","Stxbp5l"
"Ubr5.1",1.14891644122893e-106,0.28997577523187,0.729,0.515,3.5677302249482e-102,"4","Ubr5"
"Gatm.4",1.31934947646985e-106,-1.28855473251944,0.065,0.239,4.09697592928184e-102,"4","Gatm"
"Zmym3.1",1.6580093356354e-106,0.30078142967198,0.477,0.285,5.14861638994862e-102,"4","Zmym3"
"Cep70.1",2.16304822201299e-106,0.285338867507636,0.525,0.324,6.71691364381693e-102,"4","Cep70"
"Pitpnm2.2",3.43635674734585e-106,0.290990585588577,0.552,0.339,1.06709186075331e-101,"4","Pitpnm2"
"St6galnac5.1",5.94204215740648e-106,0.262986685081241,0.455,0.253,1.84518235113943e-101,"4","St6galnac5"
"Rorb.4",1.13702997275578e-105,-0.767420828221828,0.032,0.199,3.53081917439854e-101,"4","Rorb"
"Tmem132d.3",3.48745694394362e-105,-0.497660499767089,0.167,0.364,1.08296000480281e-100,"4","Tmem132d"
"Dlc1.3",5.57371700301151e-105,-0.491380390407411,0.099,0.284,1.73080634094516e-100,"4","Dlc1"
"Rbm28",1.39364181474948e-104,0.289468171955442,0.653,0.447,4.32767592734156e-100,"4","Rbm28"
"Tm6sf1.1",2.28450037958866e-104,-0.484723236470404,0.052,0.229,7.09405902873666e-100,"4","Tm6sf1"
"Nsg1",5.71744587648973e-104,0.273055580694509,0.541,0.336,1.77543846802635e-99,"4","Nsg1"
"Adcy1.3",1.70320917186795e-103,-0.530533405075324,0.17,0.358,5.28897544140155e-99,"4","Adcy1"
"Kcnt2.2",8.35184917999114e-103,-0.451220540659589,0.086,0.27,2.59349972586265e-98,"4","Kcnt2"
"Shisa7.1",4.34256012814716e-102,0.279910361952425,0.415,0.235,1.34849519659354e-97,"4","Shisa7"
"Sel1l3.3",5.80466968127607e-102,-0.440979891517163,0.073,0.253,1.80252407612666e-97,"4","Sel1l3"
"Nptn.2",6.46080488465342e-102,0.25109484238989,0.943,0.787,2.00627374083143e-97,"4","Nptn"
"Gm20754.3",1.74045394497396e-101,0.271380838301498,0.351,0.18,5.40463163532765e-97,"4","Gm20754"
"Nptx1.3",1.92383875644377e-101,-0.520634588095425,0.114,0.299,5.97409649038483e-97,"4","Nptx1"
"Inpp4a.2",3.06507832674142e-101,0.291236682542607,0.608,0.402,9.51798772803014e-97,"4","Inpp4a"
"B3gat1.3",6.84053375654181e-101,-0.456752117245267,0.179,0.372,2.12419094741893e-96,"4","B3gat1"
"Efhd2.2",1.26687807517007e-100,-0.437963238373436,0.058,0.231,3.93403648682561e-96,"4","Efhd2"
"Wls.3",1.33178924440464e-100,-0.589198416330258,0.058,0.229,4.13560514064973e-96,"4","Wls"
"Sulf2.2",2.46476854251828e-100,-0.576037119370909,0.037,0.201,7.65384575508201e-96,"4","Sulf2"
"Dcaf13",3.07324907887163e-100,0.253678689855384,0.382,0.209,9.54336036462007e-96,"4","Dcaf13"
"Gjc3.4",3.29561164615694e-100,-1.31466244319371,0.03,0.187,1.02338628448112e-95,"4","Gjc3"
"Homer2.2",7.57187190346662e-100,-0.389898187214062,0.031,0.195,2.35129338218349e-95,"4","Homer2"
"Car4.4",9.25762934437407e-100,-0.432331974061456,0.016,0.17,2.87477164030848e-95,"4","Car4"
"Slc4a3.2",1.36965979323983e-99,0.280379872263255,0.641,0.43,4.25320455594764e-95,"4","Slc4a3"
"Ccsap.1",2.43398951518323e-99,0.270935450212725,0.445,0.259,7.5582676414985e-95,"4","Ccsap"
"Akap11",5.16717409298716e-99,0.272607403506512,0.681,0.475,1.6045625710953e-94,"4","Akap11"
